university_name,country,state,branch,intake,historical_acceptance_rate,tution_fee_in_usd
Allentown University of Pennsylvania,US,Pennsylvania,Software Engineering,Summer,0.8357142857142857,25785.9
American InterContinental University - London,UK,Northern Ireland,Artificial Intelligence,Fall,0.8857142857142857,24203.290476190476
American InterContinental University - London,UK,Northern Ireland,Artificial Intelligence,Spring,0.8961748633879781,24049.131147540982
American InterContinental University - London,UK,Northern Ireland,Artificial Intelligence,Summer,0.8894472361809045,24032.065326633165
American InterContinental University - London,UK,Northern Ireland,Civil Engineering,Fall,0.8605769230769231,24060.99519230769
American InterContinental University - London,UK,Northern Ireland,Civil Engineering,Spring,0.8838383838383839,24180.015151515152
American InterContinental University - London,UK,Northern Ireland,Civil Engineering,Summer,0.8899521531100478,24136.904306220094
American InterContinental University - London,UK,Northern Ireland,Computer Science,Fall,0.9166666666666666,24226.734375
American InterContinental University - London,UK,Northern Ireland,Computer Science,Spring,0.8947368421052632,23952.63157894737
American InterContinental University - London,UK,Northern Ireland,Computer Science,Summer,0.892018779342723,24331.18779342723
American InterContinental University - London,UK,Northern Ireland,Data Science,Fall,0.88,23887.23
American InterContinental University - London,UK,Northern Ireland,Data Science,Spring,0.9178743961352657,24201.971014492752
American InterContinental University - London,UK,Northern Ireland,Data Science,Summer,0.8846153846153846,24482.27403846154
American InterContinental University - London,UK,Northern Ireland,Electrical Engineering,Fall,0.8795180722891566,23964.301204819276
American InterContinental University - London,UK,Northern Ireland,Electrical Engineering,Spring,0.8786407766990292,24431.752427184467
American InterContinental University - London,UK,Northern Ireland,Electrical Engineering,Summer,0.9329896907216495,24274.24742268041
American InterContinental University - London,UK,Northern Ireland,Electronics and Communication,Fall,0.9117647058823529,24305.696078431374
American InterContinental University - London,UK,Northern Ireland,Electronics and Communication,Spring,0.9581151832460733,23964.96335078534
American InterContinental University - London,UK,Northern Ireland,Electronics and Communication,Summer,0.888268156424581,24122.396648044694
American InterContinental University - London,UK,Northern Ireland,Information Technology,Fall,0.9010989010989011,24079.247252747253
American InterContinental University - London,UK,Northern Ireland,Information Technology,Spring,0.8789473684210526,24240.42105263158
American InterContinental University - London,UK,Northern Ireland,Information Technology,Summer,0.927461139896373,24195.295336787563
American InterContinental University - London,UK,Northern Ireland,Mechanical Engineering,Fall,0.8601036269430051,24069.38860103627
American InterContinental University - London,UK,Northern Ireland,Mechanical Engineering,Spring,0.9047619047619048,24091.60476190476
American InterContinental University - London,UK,Northern Ireland,Mechanical Engineering,Summer,0.921875,24042.067708333332
American InterContinental University - London,UK,Northern Ireland,Software Engineering,Fall,0.950920245398773,24285.73619631902
American InterContinental University - London,UK,Northern Ireland,Software Engineering,Spring,0.8955223880597015,24333.298507462685
American InterContinental University - London,UK,Northern Ireland,Software Engineering,Summer,0.9132653061224489,23984.882653061224
Anglia Ruskin University,UK,England,Artificial Intelligence,Fall,0.734375,24414.427083333332
Anglia Ruskin University,UK,England,Artificial Intelligence,Spring,0.75,24806.53888888889
Anglia Ruskin University,UK,England,Artificial Intelligence,Summer,0.7540106951871658,24686.652406417114
Anglia Ruskin University,UK,England,Civil Engineering,Fall,0.6702702702702703,24729.394594594596
Anglia Ruskin University,UK,England,Civil Engineering,Spring,0.6704545454545454,24835.136363636364
Anglia Ruskin University,UK,England,Civil Engineering,Summer,0.7276995305164319,24555.272300469485
Anglia Ruskin University,UK,England,Computer Science,Fall,0.7206703910614525,24974.340782122905
Anglia Ruskin University,UK,England,Computer Science,Spring,0.6964285714285714,24767.428571428572
Anglia Ruskin University,UK,England,Computer Science,Summer,0.7087378640776699,24708.728155339806
Anglia Ruskin University,UK,England,Data Science,Fall,0.7512953367875648,24863.139896373057
Anglia Ruskin University,UK,England,Data Science,Spring,0.7016574585635359,24961.38674033149
Anglia Ruskin University,UK,England,Data Science,Summer,0.7678571428571429,24726.54761904762
Anglia Ruskin University,UK,England,Electrical Engineering,Fall,0.7208121827411168,24488.4923857868
Anglia Ruskin University,UK,England,Electrical Engineering,Spring,0.6894736842105263,24750.13157894737
Anglia Ruskin University,UK,England,Electrical Engineering,Summer,0.6616161616161617,24756.035353535353
Anglia Ruskin University,UK,England,Electronics and Communication,Fall,0.6730769230769231,24740.408653846152
Anglia Ruskin University,UK,England,Electronics and Communication,Spring,0.7150537634408602,24806.6935483871
Anglia Ruskin University,UK,England,Electronics and Communication,Summer,0.7035175879396985,24788.613065326634
Anglia Ruskin University,UK,England,Information Technology,Fall,0.6752577319587629,24660.922680412372
Anglia Ruskin University,UK,England,Information Technology,Spring,0.7210526315789474,24648.68947368421
Anglia Ruskin University,UK,England,Information Technology,Summer,0.6724137931034483,24776.206896551725
Anglia Ruskin University,UK,England,Mechanical Engineering,Fall,0.7112299465240641,24848.27807486631
Anglia Ruskin University,UK,England,Mechanical Engineering,Spring,0.7422680412371134,25003.634020618556
Anglia Ruskin University,UK,England,Mechanical Engineering,Summer,0.6717171717171717,24664.151515151516
Anglia Ruskin University,UK,England,Software Engineering,Fall,0.6989795918367347,25298.311224489797
Anglia Ruskin University,UK,England,Software Engineering,Spring,0.6928104575163399,24672.496732026142
Anglia Ruskin University,UK,England,Software Engineering,Summer,0.6875,25052.885416666668
Ann Arbor University of Michigan,US,Michigan,Artificial Intelligence,Fall,0.8323353293413174,24242.491017964072
Ann Arbor University of Michigan,US,Michigan,Artificial Intelligence,Spring,0.9047619047619048,23864.693121693123
Ann Arbor University of Michigan,US,Michigan,Artificial Intelligence,Summer,0.8834355828220859,24076.184049079755
Ann Arbor University of Michigan,US,Michigan,Civil Engineering,Fall,0.8372093023255814,23995.802325581397
Ann Arbor University of Michigan,US,Michigan,Civil Engineering,Spring,0.891566265060241,23880.295180722893
Ann Arbor University of Michigan,US,Michigan,Civil Engineering,Summer,0.8424657534246576,23938.938356164384
Ann Arbor University of Michigan,US,Michigan,Computer Science,Fall,0.875,23751.05625
Ann Arbor University of Michigan,US,Michigan,Computer Science,Spring,0.8963414634146342,24304.036585365855
Ann Arbor University of Michigan,US,Michigan,Computer Science,Summer,0.8654970760233918,24018.81871345029
Ann Arbor University of Michigan,US,Michigan,Data Science,Fall,0.8685714285714285,24019.18857142857
Ann Arbor University of Michigan,US,Michigan,Data Science,Spring,0.8625,23915.66875
Ann Arbor University of Michigan,US,Michigan,Data Science,Summer,0.8516483516483516,23682.63186813187
Ann Arbor University of Michigan,US,Michigan,Electrical Engineering,Fall,0.8802395209580839,24020.85628742515
Ann Arbor University of Michigan,US,Michigan,Electrical Engineering,Spring,0.8536585365853658,23974.634146341465
Ann Arbor University of Michigan,US,Michigan,Electrical Engineering,Summer,0.8820224719101124,23946.1797752809
Ann Arbor University of Michigan,US,Michigan,Electronics and Communication,Fall,0.8397435897435898,23992.416666666668
Ann Arbor University of Michigan,US,Michigan,Electronics and Communication,Spring,0.88,23779.906666666666
Ann Arbor University of Michigan,US,Michigan,Electronics and Communication,Summer,0.9281437125748503,23957.353293413173
Ann Arbor University of Michigan,US,Michigan,Information Technology,Fall,0.9036144578313253,23719.024096385543
